Elev,MP
224.25,597.5464166
224.5625,597.5542428
225,597.562069
242,597.8241379
243.4763559,597.8525611
244.2736256,597.8809843
244.3918092,597.9094074
243.8309065,597.9378306
243.5,597.9482759
237.5,598.130137
236.3891781,598.1652008
236.1459418,598.1744143
236,598.1836278
235.9513527,598.1928413
236,598.2020548
236,598.2371121
235.259589,598.2721695
233.7787671,598.3072268
231.5575342,598.3422841
228,598.390411
200,598.760274
199.9488584,598.7609658
199.3619863,598.7693545
198.8415525,598.7777432
198.3875571,598.7861319
198,598.7945205
197.9181735,598.7964577
197.8260103,598.7985419
197.7255936,598.8006261
197.6169235,598.8027103
197.5,598.8047945
186.5,598.9965753
185.2724008,599.0177117
183.8146268,599.0529389
183.533302,599.0881662
184.4284264,599.1233934
186.5,599.1586207
196.5,599.2931034
204.5,599.4103448
208,599.4896552
208.4358196,599.499877
208.7933805,599.5100989
209.0726828,599.5203208
209.2737265,599.5305426
209.5,599.5448276
209.7268415,599.5546196
210.0971555,599.5644116
210.6109418,599.5742036
211.2682006,599.5839956
214,599.6206897
222.5,599.7310345
222.7970591,599.7352528
223.0601526,599.739471
223.2892807,599.7436893
223.4844432,599.7479076
223.5,599.7482759
223.6582241,599.7517503
223.8393793,599.7552247
224.0434655,599.7586991
224.2704828,599.7621735
224.5,599.7655172
231,599.862069
231.65625,599.8729955
232.125,599.8839221
232.40625,599.8948487
232.5,599.9057753
232.5,599.9103448
232.5,600
233.5,600.0343643
233.5,600.1030928
233.5504485,600.1123021
233.7017938,600.1215113
233.9540361,600.1307206
234.3071753,600.1399299
234.5,600.1443299
237,600.1993127
237.7778656,600.2170625
238.32359,600.2332436
238.5425205,600.2494247
238.4346571,600.2656058
238,600.2817869
237.6984262,600.2905237
237.4395224,600.2992604
237.2232888,600.3079971
237.0497253,600.3167338
237,600.3195876
236,600.371134
235.9084066,600.3760727
235.8057307,600.3810114
235.6919724,600.3859502
235.5671316,600.3908889
235,600.4123711
233.642255,600.4638009
233.4512144,600.4698438
233.1971584,600.4758867
232.8800869,600.4819296
232.5,600.4879725
201.5,600.9347079
201.3791227,600.9365711
201.2702963,600.9384342
201.1735207,600.9402973
201.088796,600.9421605
198.5,601.0034483
198.491908,601.0036398
198.0560172,601.0130747
197.5454023,601.0225096
196.9600632,601.0319444
196.3,601.0413793
189.5,601.1344828
189.1071583,601.1397972
188.4278084,601.1496755
187.8501653,601.1595538
187.3742292,601.1694321
187,601.1793103
184.5,601.2551724
184.4190069,601.2576465
184.0169414,601.2716832
183.7297517,601.2857198
183.5574379,601.2997565
183.5,601.3137931
183.5,601.4206897
183.5,601.4450366
183.25,601.4829154
182.5,601.5207941
181.25,601.5586729
179.5,601.5965517
173.5,601.7103448
173.0607524,601.7186639
171.358366,601.7631359
170.9474451,601.8076078
171.8279898,601.8520798
174,601.8965517
175.1271724,601.9143417
176.0278707,601.9288597
176.8902414,601.9433777
177.7142845,601.9578958
178.5,601.9724138
179.0189423,601.983259
179.4305172,601.9941042
179.7347248,602.0049494
179.931565,602.0157946
180,602.020979
181,602.0874126
181.20625,602.0987762
181.525,602.1101399
181.95625,602.1215035
182.5,602.1328671
189.5,602.2587413
190.1432692,602.2749854
190.3576923,602.2912296
190.1432692,602.3074738
189.5,602.3237179
188.5,602.3426573
188.1467949,602.3500389
187.8666667,602.3574204
187.6596154,602.3648019
187.525641,602.3721834
187.5,602.3741259
186.5,602.4615385
186.4951923,602.4619027
186.4723558,602.4705529
186.6322115,602.4792031
186.9747596,602.4878533
187.5,602.4965035
222.5,602.979021
222.7794466,602.9831517
223.0289038,602.9872825
223.2483716,602.9914133
223.43785,602.9955441
224.5,603.0206897
224.7852839,603.0269815
225.1096023,603.0332733
225.4729552,603.0395651
225.8753426,603.045857
226.5,603.0551724
243,603.3
243.5315862,603.3079275
244.1740172,603.3188767
244.6328966,603.3298258
244.9082241,603.340775
245,603.3517241
245,603.4344828
245.0428017,603.4409679
245.1712069,603.447453
245.3852155,603.4539381
245.6848276,603.4604232
246.5,603.4758621
251.5,603.5724138
252.5,603.5913532
252.8928448,603.6012735
253.0237931,603.6111938
252.8928448,603.6211142
252.5,603.6310345
249.5,603.6862069
248.6823864,603.7075657
248.4850313,603.7289244
248.907935,603.7502832
249.9510972,603.771642
250,603.7724138
256,603.8689655
259,603.9275862
259.3943084,603.9360008
259.6886513,603.9444154
259.8830287,603.95283
259.9774406,603.9612446
260,603.9655172
260.5,604.0482759
260.5147368,604.0510669
260.5764406,604.0589899
260.6778857,604.0669128
260.8190721,604.0748357
261,604.0827586
263.5,604.1793103
263.8648895,604.1937078
264.0983464,604.2039016
264.2820171,604.2140953
264.4159017,604.224289
264.5,604.2344828
265.5,604.3862069
265.5567484,604.3910647
265.6705657,604.3959224
265.841452,604.4007802
266.0694072,604.4056379
266.5,604.4137931
270.5,604.4896552
271.4355623,604.5130466
271.7721177,604.536438
271.5096663,604.5598294
270.6482079,604.5832208
270.5,604.5862069
262,604.7551724
253,604.8689655
221,605.4809689
220.3576125,605.4931353
219.6990701,605.5099899
219.5032872,605.5268445
219.7702638,605.543699
220.5,605.5605536
227,605.6747405
229,605.7681661
252.5,606.174216
253.2436824,606.1873795
253.5944247,606.1945416
253.8373917,606.2017037
253.9725835,606.2088658
254,606.2160279
253.5,606.3519164
253.5390692,606.3635234
253.7420756,606.3751304
254.1090193,606.3867374
254.6399004,606.3983444
255.5,606.4146341
256.4720867,606.4330449
257.5528455,606.4650276
257.4177507,606.4970102
256.0668022,606.5289929
253.5,606.5609756
246,606.6376307
244.8893979,606.6506147
244.1352854,606.6635987
243.7376625,606.6765828
243.6965291,606.6895668
243.7,606.6898955
244.5,606.7665505
247.5,606.8815331
247.8549648,606.9051219
247.6743687,606.9287108
246.9582116,606.9522996
245.7064935,606.9758885
245.5,606.9790941
234.5,607.1448276
232.6097379,607.1741722
232.3429776,607.178905
232.1524345,607.1836378
232.0381086,607.1883706
232,607.1931034
232,607.2210144
231.96875,607.2261056
231.875,607.2311968
231.71875,607.2362881
231.5,607.2413793
218.5,607.5034483
191.5,607.9034483
191.3882793,607.9050885
189.2808252,607.9434212
188.180294,607.9817539
188.0866856,608.0200866
189,608.0584192
196,608.2474227
196.2733202,608.2560682
196.4542022,608.2647138
196.5426461,608.2733593
196.5386519,608.2820049
196.5,608.2886598
195.5,608.4604811
190.7,608.5532646
190.7,608.6494845
175.5,608.9106529
174.84375,608.9236846
174.375,608.9367163
174.09375,608.949748
174,608.9627797
174,608.9725086
174,609.2762238
174.1449038,609.3006184
174.5796154,609.325013
175.3041346,609.3494075
176.3184615,609.3738021
176.5,609.3776224
182,609.4895105
199.5,609.7132867
199.6696075,609.7154869
200.1950903,609.7236781
200.5086499,609.7318693
200.6102865,609.7400605
200.5,609.7482517
199,609.8041958
198.9465959,609.8062187
198.7455239,609.819699
198.8540672,609.8331793
199.2722259,609.8466596
200,609.8601399
249.5,610.6153846
250.59375,610.6344767
251.375,610.6535689
251.84375,610.672661
252,610.6917531
252,610.6923077
252,611.0136519
254,611.2047782
254.1192416,611.21607
254.0869269,611.2405508
253.4729484,611.2650316
252.2773061,611.2895124
250.5,611.3139932
241,611.4266212
238,611.5153584
225,611.6996587
208,611.9931741
207.9674166,611.994008
207.9630134,611.9948419
207.9867905,611.9956759
208.0387478,611.9965098
210.5,612.0275862
211.3423589,612.0413841
211.6838558,612.0551819
211.5244906,612.0689798
210.8642633,612.0827776
209.5,612.1034483
199.5,612.2551724
198.625,612.2703239
198,612.2854754
197.625,612.300627
197.5,612.3157785
197.5,612.337931
197.5,612.6482759
197.5631,612.6592651
197.7524,612.6702543
198.0679,612.6812435
198.5096,612.6922327
199.5,612.7137931
203,612.7862069
205,612.8413793
223,613.0625
225.5,613.1180556
231.5,613.1944444
234.5,613.25
246.5,613.4166667
249.5,613.5069444
258.5,613.6458333
261,613.71875
277.5,613.9444444
281,614.0241379
295.5,614.2206897
307.5,614.4655172
307.5,614.5724138
307.5,614.5944692
307.34375,614.609645
306.875,614.6248208
306.09375,614.6399966
305,614.6551724
293.5,614.7931034
292.3795336,614.8067066
291.2125157,614.8257196
290.8435875,614.8447326
291.2727489,614.8637456
292.5,614.8827586
300,614.9689655
301.3125,614.986502
302.25,615.0040385
302.8125,615.0215749
303,615.0391114
303,615.0487805
303,615.2090592
300,615.2857143
300,615.3658537
291.5,615.4808362
279,615.6655052
281,615.7421603
281.3923539,615.7570222
281.5799579,615.7724705
281.3271003,615.7879187
280.633781,615.803367
279.5,615.8188153
269.5,615.9337979
263.5,616.0482759
263.4430501,616.0493545
262.9423307,616.0628779
262.8682492,616.0764014
263.2208056,616.0899248
264,616.1034483
276.5,616.2758621
277.1030136,616.2863278
277.3758549,616.2967935
277.3185237,616.3072592
276.9310201,616.3177249
275.5,616.3448276
262.5,616.5931034
245,616.8206897
235,616.9551724
234.4339033,616.96267
233.3951293,616.9805349
232.9765541,616.9983998
233.1781776,617.0162648
234,617.0341297
240,617.1296928
240.745335,617.1414563
241.7162453,617.161553
242.0823262,617.1816497
241.8435778,617.2017463
241,617.221843
234.5,617.334471
233.84375,617.3476233
233.375,617.3607757
233.09375,617.3739281
233,617.3870804
233,617.3959044
233,617.4505119
233,617.4576472
233.03125,617.4661023
233.125,617.4745574
233.28125,617.4830125
233.5,617.4914676
238,617.6450512
238.2134916,617.656129
238.1988689,617.6672068
237.9561319,617.6782846
237.4852805,617.6893624
235.5,617.7269625
230.7222228,617.8174507
230.0760741,617.8357842
230.0736541,617.8541178
230.7149627,617.8724514
232,617.890785
237,617.9488055
237.686901,617.9566425
238.9176318,617.9726902
239.7967253,617.9887379
240.3241813,618.0047856
240.5,618.0208333
240.5,618.2847222
240.3375,618.3011364
239.85,618.3175505
239.0375,618.3339646
237.9,618.3503788
236.5,618.3680556
235.9,618.3756313
235.06875,618.3876263
234.475,618.3996212
234.11875,618.4116162
234,618.4236111
234,618.4826389
234.0586458,618.4893199
234.2345833,618.4960009
234.5278125,618.5026819
234.9383333,618.5093629
235.5,618.5173611
243.5,618.6319444
253.5,618.9791667
253.5441871,618.9813909
253.5522611,618.9836152
253.5242221,618.9858394
253.4600702,618.9880637
251.5,619.0410959
250.7701452,619.060843
250.5016842,619.0721734
250.5338397,619.0835037
250.8666116,619.094834
251.5,619.1061644
262,619.260274
262.0922038,619.261607
262.9886905,619.278397
263.3554855,619.2951871
263.1925886,619.3119771
262.5,619.3287671
244,619.6575342
243.0156517,619.6747962
242.8018244,619.6790424
242.6446067,619.6832885
242.5439985,619.6875347
242.5,619.6917808
242,619.8321918
242.019955,619.8381202
242.1236429,619.8440486
242.3110637,619.849977
242.5822174,619.8559054
243.5,619.8732877
247.5,619.9520548
258.5,620.0874126
261.5,620.1818182
271.5,620.3146853
276.5,620.4090909
295.5,620.6643357
302.5,620.7972028
302.5,621.0171821
299,621.1305842
298.4953402,621.1470634
298.3419536,621.1523938
298.208268,621.1577241
298.0942835,621.1630545
298,621.1683849
297.5899227,621.1905752
297.0626804,621.2127655
296.4182732,621.2349559
295.656701,621.2571462
295,621.2749141
293.9517648,621.3032754
293.7539138,621.311649
293.779336,621.3200226
294.0280314,621.3283962
294.5,621.3367698
313,621.604811
317,621.6975945
320,621.7560137
320.4532086,621.7645972
321.0543394,621.7804926
321.1791816,621.796388
320.8277351,621.8122833
320,621.8281787
303.5,622.0731707
302.6341143,622.0860836
301.8993601,622.1011481
301.715423,622.1162125
302.082303,622.131277
303,622.1463415
316.5,622.3170732
317.2681074,622.3267715
318.1939159,622.3426396
318.4578342,622.3585077
318.0598622,622.3743758
317,622.3902439
312,622.445993
311.2788894,622.4555353
310.7882822,622.4650776
310.5281786,622.4746199
310.4985784,622.4841622
310.5,622.4843206
311,622.5400697
311.049588,622.5455942
311.0294732,622.5616347
310.6811703,622.5776751
310.0046792,622.5937156
309,622.6097561
303.5,622.6864111
302.8298277,622.6986894
302.6085979,622.7109677
302.8363106,622.7232459
303.5129658,622.7355242
304,622.7421603
316.5,622.9094077
317.0930763,622.9198202
317.3439138,622.9302327
317.2525128,622.9406452
316.818873,622.9510577
316,622.9651568
289.5,623.4095563
289,623.4709898
276,623.6928328
275.0916245,623.7084728
274.5263719,623.7241874
274.656017,623.7399019
275.4805597,623.7556165
277,623.7713311
281.5,623.8088737
282.9760904,623.8241608
283.7721501,623.8394479
283.8881791,623.854735
283.3241774,623.8700221
282.5,623.883959
278,623.9590444
277.8526448,623.9621934
277.78302,623.9653424
277.7911256,623.9684914
277.8769615,623.9716404
279,624
282,624.0758621
285.5,624.1137931
293,624.2482759
316,624.5586207
316.6674411,624.5701649
316.9143028,624.5817091
316.7405853,624.5932534
316.1462885,624.6047976
316,624.6068966
289.5,624.9793103
288.7443902,624.9932043
288.4142694,625.0070983
288.5096377,625.0209923
289.0304949,625.0348862
290.5,625.0627178
290.8570974,625.069481
291.8749006,625.0965358
292.0713187,625.1235907
291.4463519,625.1506455
290,625.1777003
283.5,625.271777
282.5926702,625.2895156
282.3058369,625.3072542
282.6395001,625.3249928
283.5936599,625.3427314
284,625.3484321
307,625.6689895
307.9194658,625.6834441
308.6172219,625.6978987
309.0932683,625.7123532
309.3476049,625.7268078
309.5,625.7421603
311,625.8989547
311.2061427,625.9079402
311.6461826,625.9169258
312.3201197,625.9259113
313.227954,625.9348969
313.5,625.9372822
320,625.9930314
320.5756214,625.9980785
323.1754835,626.0263367
324.5295006,626.0545948
324.6376728,626.082853
323.5,626.1111111
291.5,626.625
291.2181985,626.6298741
290.9801471,626.6347482
290.7858456,626.6396223
290.6352941,626.6444964
289.5,626.6875
287.5,626.7638889
286.7888587,626.7860139
285.8236341,626.8081389
284.6043261,626.8302638
283.1309349,626.8523888
282.5,626.8611111
260.5,627.1597222
252,627.3090278
244.5,627.4236111
243.96875,627.4316604
243.4179687,627.4409328
242.9895833,627.4502052
242.6835937,627.4594776
242.5,627.46875
239.5,627.7013889
235.5,627.7777778
233,627.875
233.5,627.96875
240.5,628.1358885
240.9860425,628.1476902
241.4295563,628.1630325
241.4963871,628.1783747
241.186535,628.193717
240.5,628.2090592
234,628.3205575
233.5545236,628.3283696
232.8150469,628.3455803
232.5594674,628.3627911
232.7877851,628.3800018
233.5,628.3972125
243,628.5749129
243.3371378,628.5819683
243.5662425,628.5890238
243.687314,628.5960793
243.7003525,628.6031347
243.5,628.6376307
241.5,628.9651568
241.4358029,628.97621
241.3514079,628.9821575
241.1673091,628.988105
240.8835065,628.9940525
240.5,629
224,629.2312925
223.807302,629.2342536
223.6607264,629.2372148
223.5602733,629.2401759
223.5059426,629.243137
223.2,629.2721088
223.172534,629.2742991
223.1363946,629.2764894
223.0915816,629.2786797
223.0380952,629.2808699
223,629.2823129
219,629.4353741
218.922035,629.4402354
218.9448149,629.4450967
219.0683397,629.449958
219.2926094,629.4548192
220.5,629.4761905
228.5,629.6156463
229.3568562,629.636586
229.5613961,629.6575258
229.1136196,629.6784656
228.0135268,629.6994054
227,629.7142857
196,630.1706485
194.5,630.3003413
192.5,630.4539249
192.5,630.5972696
188,631.1448276
193,631.4068966
188,631.6068966
189,631.8344828
186,631.9241379
189.5,632.0887372
189.5,632.8600683
190.5,633.0209059
190,633.1080139
190,633.4529617
187.5,633.5296167
187.5,633.6027875
191,633.6794425
191,633.9721254
189,634.0273973
190.5,634.1267123
190,634.4280822
189.5,634.4863014
189.5,634.6746575
189.5777397,634.6864363
189.8109589,634.698215
190.1996575,634.7099938
190.7438356,634.7217725
193.5,634.7739726
194.375,634.792912
195,634.8118514
195.375,634.8307908
195.5,634.8497302
195.5,634.8767123
195.5,635.0544218
192,635.170068
192,635.3231293
192,635.3388677
192.25,635.3629943
193,635.3871209
194.25,635.4112475
196,635.4353741
230.5,635.8503401
240,636.0341297
238.5,636.2662116
225,636.4163823
213.5,636.6040956
215,636.9556314
222.5,637.105802
238.5,637.3890785
238,637.5392491
241.5,637.6518771
253,637.8805461
254.5,637.9556314
265,638.1418685
314,638.8823529
316.1696298,638.9263599
316.8696041,638.9703668
316.0999228,639.0143737
313.860586,639.0583807
312,639.0859107
271,639.6975945
270.78125,639.7012936
270.625,639.7049927
270.53125,639.7086918
270.5,639.7123909
270.5,639.7388316
270.5,639.8797251
271.5,639.9312715
271.5,640.1172414
272.5,640.1931034
270,640.3241379
269.915679,640.332829
269.9931167,640.3415201
270.2323129,640.3502112
270.6332678,640.3589023
271,640.3655172
280.5,640.537931
282,640.5758621
291,640.7448276
293,640.8758621
280.5,641.1006711
285,641.6912752
304,642.0342466
304,642.4109589
308,642.5068493
309,642.5582192
314,642.6541096
314,642.7294521
314.1179726,642.7415295
314.4718904,642.753607
315.0617534,642.7656844
315.8875616,642.7777619
318,642.8047945
349,643.2013889
349,643.2916667
361,643.5
361,643.6006944
378,643.8854167
386,644
388,644.0584192
404.5,644.3024055
406.3326107,644.3362675
407.2891441,644.3701295
407.3696002,644.4039915
406.573979,644.4378534
406,644.4536082
397,644.6975945
388.5,644.8865979
376,645.0763889
374.90625,645.0953283
374.125,645.1142677
373.65625,645.1332071
373.5,645.1521465
373.5,645.15625
373.5,645.2638889
372.5,645.3194444
373.5,645.7777778
373.5413088,645.7973369
373.4334816,645.8098082
373.0573211,645.8222795
372.4128272,645.8347509
371.5,645.8472222
346,646.1527778
343.3715163,646.1927632
342.1997826,646.2327487
342.4847989,646.2727341
344.2265652,646.3127196
345.5,646.3333333
349,646.3888889
349.6379553,646.4014584
349.9988273,646.414028
350.082616,646.4265976
349.8893214,646.4391671
347,646.5486111
346.78125,646.5580808
346.625,646.5675505
346.53125,646.5770202
346.5,646.5864899
346.5,646.59375
346.5,646.7430556
346.5,646.7551848
346.65625,646.7677775
347.125,646.7803702
347.90625,646.7929629
349,646.8055556
379,647.1054422
380.3384023,647.1202119
381.4214066,647.1349816
382.249013,647.1497513
382.8212214,647.164521
383.5,647.1870748
387.5,647.3197279
385,647.414966
384.5,647.4931973
384.5325437,647.5240152
385.0206997,647.5548331
385.9644679,647.5856511
387.3638484,647.616469
387.5,647.6190476
388.1285714,647.6309524
390.0732143,647.6636905
392.45,647.6964286
395.2589286,647.7291667
398.5,647.7619048
399.9210275,647.7786472
400.6481162,647.7953896
400.6812662,647.8121319
400.0204773,647.8288743
397.5,647.8707483
381.5,648.1326531
378,648.2108844
377,648.2857143
370,648.4217687
364,648.4965986
350.5,648.6462585
350.5,648.8809524
349.5,648.9183673
349.5,648.9727891
349.7179266,648.9948019
350.3717065,649.0168147
351.4613397,649.0388275
352.9868262,649.0608403
358,649.1241379
367.3744828,649.2425026
368.1051293,649.2525666
368.702931,649.2626306
369.1678879,649.2726946
369.5,649.2827586
370.7801199,649.331248
371.0231072,649.3380912
371.3907496,649.3449344
371.8830472,649.3517775
372.5,649.3586207
387.5,649.5103448
389.25,649.5304931
390.5,649.5506414
391.25,649.5707897
391.5,649.590938
391.5,649.5931034
391.5,649.9586207
384.5,650.1310345
384.5,650.2344828
388,650.3448276
388,650.4517241
388,650.4704724
387.875,650.4804405
387.5,650.4904086
386.875,650.5003767
386,650.5103448
369,650.6793103
357,650.8137931
346.5,650.9827586
346.5,651.1107266
349,651.1903114
349,651.2975779
349,651.3238036
348.9375,651.331088
348.75,651.3383724
348.4375,651.3456568
348,651.3529412
341.5,651.4463668
341.0625,651.4536512
340.75,651.4609355
340.5625,651.4682199
340.5,651.4755043
340.5,651.4844291
340.5,651.7439446
341.5,651.8546713
341.5266361,651.8576388
341.8414183,651.8767931
342.4419063,651.8959474
343.3281002,651.9151017
344.5,651.9342561
351,652.0275862
351.8601432,652.0423122
352.4189933,652.0570381
352.6765503,652.0717641
352.6328142,652.08649
352.5,652.0965517
351,652.2103448
350.9268966,652.215883
350.8910776,652.2231191
350.9746552,652.2303553
351.1776293,652.2375914
351.5,652.2448276
354.5,652.3034483
354.8844121,652.3107288
355.6018436,652.3278742
355.9435854,652.3450196
355.9096375,652.362165
355.5,652.3793103
353.5,652.4344828
353.490965,652.434742
353.2679134,652.4432979
353.1950687,652.4518538
353.2724309,652.4604096
353.5,652.4689655
359.5,652.6413793
359.7990814,652.6498337
360.1650041,652.6666856
360.0704648,652.6835375
359.5154635,652.7003895
358.5,652.7172414
351.5,652.8137931
350.5,652.8896552
348.5,652.9448276
349.5,653.0689655
354.5,653.1862069
353.5,653.2448276
353.5,653.4896552
362.5,653.6206897
363.5,653.6793103
363,653.8
366.5,653.8931034
375,654.0446735
375,654.1408935
384,654.3127148
384,654.5017182
385,654.5601375
384,654.6872852
393.5,654.8762887
394.8491583,654.9031858
396.0296718,654.9368071
396.1983166,654.9704285
395.3550927,655.0040499
393.5,655.0376712
373.5,655.3219178
372.5,655.4349315
372.5,655.5342466
375.5,655.7191781
375,655.8082192
388,656.0719178
387.5,656.1267123
387.3906387,656.1388961
387.4104139,656.1555419
387.7685659,656.1721878
388.4650946,656.1888336
389.5,656.2054795
400.5,656.359589
401.5,656.4726027
397,656.5684932
397.5,656.6506849
407.5,656.8630137
410.5,657.0138408
438.5,657.3183391
443.5,657.3944637
447.5,657.5086505
448,657.6055363
445.5,657.6989619
448,657.7923875
445.5,657.8477509
429.5,658.0551724
417.5,658.1862069
413.5,658.2586207
413.5,658.3862069
420.5,658.537931
430,658.6482759
436.5,658.7586207
438.5,658.862069
455,659.1020408
455,659.2380952
418,659.6462585
417,659.8163265
419.5,659.8911565
441.5,660.1344828
427,660.5655172
435.5,660.9275862
413.5,661.1724138
405,661.3586207
404,661.9793103
386,662.1890034
374,662.5704467
358,662.742268
361,662.9553265
339,663.2560554
339,663.3598616
322,663.7370242
322.5,663.8304498
314,664.0761246
314,664.2422145
322,664.5986159
312,664.8062284
312,664.9065744
321,665.040678
314,665.2847458
319,665.5728814
312,665.779661
311.5,665.9355932
